CustomerID,VisitDate,VisitTime,StoreType,AmountSpent,MarketingCampaign,Promotion,FootTraffic,CustomerSatisfaction
881,2023-08-02,2023-01-01 17:00:00,Food,588.05,No,Yes,483,5
882,2023-01-14,2023-01-01 12:00:00,Electronics,979.28,Yes,No,2298,2
883,2023-01-28,2023-01-01 10:00:00,Apparel,576.23,No,No,5467,1
884,2023-03-19,2023-01-01 16:00:00,Electronics,949.55,Yes,No,670,4
885,2023-08-04,2023-01-01 10:00:00,Apparel,449.69,Yes,No,2742,5
886,2023-06-03,2023-01-01 13:00:00,Electronics,441.48,No,Yes,5321,5
887,2023-01-14,2023-01-01 19:00:00,Apparel,505.01,No,No,3831,4
888,2023-07-06,2023-01-01 14:00:00,Electronics,700.45,No,Yes,3088,2
889,2023-11-08,2023-01-01 19:00:00,Electronics,373.94,No,No,9363,3
890,2023-01-07,2023-01-01 16:00:00,Apparel,865.25,No,No,6574,2
891,2023-01-03,2023-01-01 19:00:00,Apparel,38.99,Yes,No,861,5
892,2023-04-21,2023-01-01 09:00:00,Food,445.37,Yes,No,7502,2
893,2023-08-26,2023-01-01 09:00:00,Apparel,515.88,No,No,1027,4
894,2023-12-29,2023-01-01 20:00:00,Electronics,610.96,Yes,No,2244,2
895,2023-08-27,2023-01-01 12:00:00,Apparel,283.31,No,No,1898,5
896,2023-10-01,2023-01-01 13:00:00,Apparel,433.21,No,No,7618,4
897,2023-10-21,2023-01-01 17:00:00,Apparel,489.69,No,Yes,7697,4
898,2023-08-15,2023-01-01 19:00:00,Electronics,690.04,No,No,4347,5
899,2023-01-15,2023-01-01 15:00:00,Apparel,775.81,No,No,550,5
900,2023-07-11,2023-01-01 15:00:00,Food,740.45,No,No,9109,5
901,2023-04-29,2023-01-01 16:00:00,Electronics,348.17,Yes,No,6491,3
902,2023-01-28,2023-01-01 13:00:00,Apparel,999.46,Yes,No,9246,5
903,2023-07-21,2023-01-01 13:00:00,Electronics,850.18,No,No,4680,2
904,2023-02-08,2023-01-01 09:00:00,Apparel,267.42,Yes,Yes,6685,1
905,2023-09-30,2023-01-01 17:00:00,Electronics,203.15,No,No,3985,3
906,2023-08-19,2023-01-01 14:00:00,Apparel,320.88,Yes,No,2647,3
907,2023-03-27,2023-01-01 17:00:00,Apparel,457.82,Yes,Yes,3132,1
908,2023-05-06,2023-01-01 11:00:00,Electronics,852.29,Yes,No,3839,2
909,2023-10-27,2023-01-01 13:00:00,Food,780.58,No,No,1309,3
910,2023-01-25,2023-01-01 10:00:00,Apparel,852.73,Yes,No,9120,3
911,2023-05-25,2023-01-01 18:00:00,Food,279.24,Yes,No,4122,5
912,2023-01-13,2023-01-01 13:00:00,Apparel,597.53,No,No,7767,4
913,2023-07-31,2023-01-01 16:00:00,Food,290.42,No,No,1084,3
914,2023-01-25,2023-01-01 19:00:00,Electronics,117.93,No,No,9861,2
915,2023-03-09,2023-01-01 10:00:00,Apparel,687.36,No,No,4744,4
916,2023-03-08,2023-01-01 16:00:00,Apparel,151.57,Yes,No,9827,1
917,2023-08-21,2023-01-01 12:00:00,Apparel,671.02,Yes,No,6028,3
918,2023-04-19,2023-01-01 18:00:00,Apparel,651.48,No,No,6454,2
919,2023-05-26,2023-01-01 18:00:00,Apparel,812.15,No,No,5305,1
920,2023-04-21,2023-01-01 09:00:00,Electronics,148.16,No,No,5724,5
921,2023-08-16,2023-01-01 13:00:00,Food,785.65,Yes,No,6451,5
922,2023-04-21,2023-01-01 09:00:00,Apparel,999.28,No,No,9277,4
923,2023-02-03,2023-01-01 15:00:00,Electronics,852.53,No,No,4967,1
924,2023-04-21,2023-01-01 16:00:00,Electronics,754.29,No,No,2772,4
925,2023-09-21,2023-01-01 11:00:00,Food,665.54,Yes,No,7871,1
926,2023-08-24,2023-01-01 11:00:00,Electronics,427.56,No,No,5977,1
927,2023-03-24,2023-01-01 15:00:00,Electronics,733.2,Yes,No,3006,5
928,2023-02-11,2023-01-01 12:00:00,Apparel,726.94,Yes,Yes,2151,4
929,2023-04-11,2023-01-01 11:00:00,Apparel,635.18,No,No,8787,5
930,2023-01-06,2023-01-01 16:00:00,Apparel,798.32,Yes,No,6622,1
931,2023-06-29,2023-01-01 11:00:00,Apparel,454.28,No,Yes,4551,5
932,2023-10-09,2023-01-01 15:00:00,Apparel,130.04,No,No,4663,4
933,2023-11-16,2023-01-01 10:00:00,Electronics,563.48,No,Yes,4633,4
934,2023-08-14,2023-01-01 19:00:00,Apparel,272.39,No,Yes,4159,2
935,2023-11-11,2023-01-01 19:00:00,Electronics,390.59,Yes,No,9119,5
936,2023-08-17,2023-01-01 09:00:00,Apparel,27.24,Yes,No,7808,2
937,2023-10-16,2023-01-01 20:00:00,Food,388.96,No,No,4896,1
938,2023-05-30,2023-01-01 14:00:00,Food,810.71,No,No,7255,5
939,2023-10-04,2023-01-01 16:00:00,Apparel,547.3,No,No,4241,3
940,2023-07-17,2023-01-01 09:00:00,Apparel,19.7,No,No,4804,2
941,2023-03-11,2023-01-01 18:00:00,Electronics,475.15,No,No,4244,4
942,2023-04-22,2023-01-01 20:00:00,Apparel,298.54,Yes,No,2267,2
943,2023-01-04,2023-01-01 17:00:00,Apparel,482.78,No,No,3245,5
944,2023-12-16,2023-01-01 11:00:00,Apparel,410.65,No,No,9315,2
945,2023-11-27,2023-01-01 11:00:00,Food,932.66,No,No,7374,4
946,2023-11-14,2023-01-01 12:00:00,Food,50.77,No,Yes,9111,2
947,2023-12-16,2023-01-01 19:00:00,Electronics,686.75,Yes,No,9898,2
948,2023-04-05,2023-01-01 09:00:00,Electronics,852.52,No,No,5751,3
949,2023-06-01,2023-01-01 17:00:00,Food,959.65,No,No,9984,1
950,2023-11-07,2023-01-01 19:00:00,Food,185.86,Yes,No,1462,4
951,2023-05-17,2023-01-01 11:00:00,Food,535.99,No,No,558,1
952,2023-09-04,2023-01-01 18:00:00,Apparel,53.15,Yes,No,4885,3
953,2023-08-31,2023-01-01 12:00:00,Apparel,504.19,No,Yes,3801,5
954,2023-01-31,2023-01-01 09:00:00,Electronics,134.2,No,No,7154,5
955,2023-02-09,2023-01-01 12:00:00,Electronics,839.52,No,No,3842,3
956,2023-08-17,2023-01-01 09:00:00,Apparel,122.73,No,No,3227,5
957,2023-02-05,2023-01-01 13:00:00,Apparel,518.16,Yes,No,2142,5
958,2023-08-11,2023-01-01 13:00:00,Food,525.89,Yes,Yes,339,2
959,2023-01-06,2023-01-01 19:00:00,Food,971.93,No,Yes,5033,2
960,2023-11-18,2023-01-01 15:00:00,Apparel,658.43,No,No,4863,2
961,2023-08-08,2023-01-01 16:00:00,Food,294.96,No,No,3763,3
962,2023-03-16,2023-01-01 12:00:00,Electronics,248.39,No,Yes,9429,5
963,2023-01-04,2023-01-01 15:00:00,Food,136.97,No,No,7812,1
964,2023-12-01,2023-01-01 12:00:00,Apparel,758.95,No,No,1100,4
965,2023-05-14,2023-01-01 11:00:00,Apparel,693.85,No,No,1555,5
966,2023-04-28,2023-01-01 14:00:00,Apparel,613.78,No,No,5721,3
967,2023-04-04,2023-01-01 12:00:00,Apparel,50.43,No,No,9686,2
968,2023-03-03,2023-01-01 11:00:00,Electronics,765.2,No,Yes,5794,4
969,2023-07-13,2023-01-01 17:00:00,Apparel,645.47,No,No,9853,4
970,2023-12-01,2023-01-01 13:00:00,Food,964.25,No,No,9761,4
971,2023-07-22,2023-01-01 15:00:00,Apparel,591.33,No,No,4800,1
972,2023-01-26,2023-01-01 20:00:00,Apparel,310.91,No,No,4395,2
973,2023-06-22,2023-01-01 14:00:00,Electronics,387.71,Yes,No,7886,2
974,2023-10-27,2023-01-01 18:00:00,Electronics,184.08,No,No,5466,2
975,2023-05-13,2023-01-01 13:00:00,Apparel,725.69,No,No,2007,2
976,2023-11-22,2023-01-01 15:00:00,Electronics,710.64,No,No,3688,5
977,2023-04-28,2023-01-01 19:00:00,Electronics,208.64,No,Yes,8083,4
978,2023-11-20,2023-01-01 14:00:00,Electronics,166.9,No,No,8756,4
979,2023-10-02,2023-01-01 18:00:00,Electronics,86.23,No,Yes,1357,4
980,2023-07-31,2023-01-01 10:00:00,Apparel,912.86,No,No,2307,3
981,2023-08-13,2023-01-01 11:00:00,Electronics,240.74,Yes,No,9071,2
982,2023-01-20,2023-01-01 10:00:00,Food,350.72,No,No,7367,5
983,2023-04-23,2023-01-01 20:00:00,Apparel,287.7,Yes,No,655,5
984,2023-05-20,2023-01-01 11:00:00,Apparel,419.49,Yes,No,8260,3
985,2023-02-16,2023-01-01 09:00:00,Food,716.91,Yes,No,6925,3
986,2023-01-01,2023-01-01 16:00:00,Apparel,871.89,No,Yes,3192,4
987,2023-03-31,2023-01-01 14:00:00,Apparel,190.77,Yes,Yes,1373,4
988,2023-05-22,2023-01-01 10:00:00,Food,689.55,No,No,1312,4
989,2023-11-16,2023-01-01 16:00:00,Apparel,359.04,No,Yes,9085,4
990,2023-02-07,2023-01-01 14:00:00,Apparel,980.72,No,No,2819,4
991,2023-10-20,2023-01-01 15:00:00,Food,305.93,Yes,Yes,6759,2
992,2023-05-19,2023-01-01 19:00:00,Food,17.12,Yes,No,1162,5
993,2023-12-22,2023-01-01 09:00:00,Apparel,520.48,No,No,7263,2
994,2023-11-29,2023-01-01 15:00:00,Electronics,159.22,No,No,800,5
995,2023-09-16,2023-01-01 11:00:00,Food,54.05,Yes,No,6589,1
996,2023-06-10,2023-01-01 19:00:00,Electronics,701.29,No,No,8594,1
997,2023-06-27,2023-01-01 20:00:00,Apparel,734.94,Yes,No,5349,1
998,2023-01-10,2023-01-01 16:00:00,Apparel,466.09,No,No,6711,5
999,2023-09-18,2023-01-01 14:00:00,Apparel,680.12,Yes,No,7077,3
1000,2023-05-18,2023-01-01 12:00:00,Food,542.86,No,No,8467,2
1001,2023-06-21,2023-01-01 19:00:00,Food,633.5,No,No,6437,3
1002,2023-01-13,2023-01-01 16:00:00,Food,600.74,No,Yes,3091,5
1003,2023-06-17,2023-01-01 17:00:00,Food,669.16,No,Yes,3957,4
1004,2023-05-10,2023-01-01 18:00:00,Electronics,207.63,Yes,No,9494,3
1005,2023-03-25,2023-01-01 10:00:00,Apparel,276.02,No,No,5971,5
1006,2023-11-17,2023-01-01 14:00:00,Electronics,445.56,No,No,2791,1
1007,2023-11-15,2023-01-01 13:00:00,Electronics,451.67,Yes,No,4276,4
1008,2023-04-11,2023-01-01 13:00:00,Electronics,776.67,Yes,No,4602,1
1009,2023-11-25,2023-01-01 18:00:00,Apparel,373.72,No,No,1304,3
1010,2023-09-30,2023-01-01 19:00:00,Food,170.88,Yes,Yes,1392,3
1011,2023-09-22,2023-01-01 11:00:00,Apparel,258.95,No,No,1693,2
1012,2023-02-07,2023-01-01 20:00:00,Apparel,222.59,No,No,2338,2
1013,2023-04-04,2023-01-01 16:00:00,Electronics,734.34,No,No,653,5
1014,2023-04-05,2023-01-01 16:00:00,Electronics,475.64,Yes,No,6599,3
1015,2023-11-01,2023-01-01 20:00:00,Apparel,711.54,No,Yes,4033,1
1016,2023-03-10,2023-01-01 13:00:00,Food,422.06,Yes,No,3273,2
1017,2023-11-14,2023-01-01 16:00:00,Apparel,890.84,Yes,Yes,7219,1
1018,2023-08-24,2023-01-01 18:00:00,Apparel,983.69,No,No,8964,5
1019,2023-11-30,2023-01-01 16:00:00,Apparel,673.14,No,No,2514,1
1020,2023-05-17,2023-01-01 11:00:00,Electronics,865.17,Yes,No,5931,1
1021,2023-03-17,2023-01-01 10:00:00,Food,512.85,Yes,No,5604,4
1022,2023-02-04,2023-01-01 17:00:00,Food,935.27,No,No,1789,5
1023,2023-01-01,2023-01-01 10:00:00,Food,833.27,No,No,8243,2
1024,2023-10-23,2023-01-01 17:00:00,Apparel,991.86,No,No,4052,4
1025,2023-11-16,2023-01-01 12:00:00,Apparel,626.86,No,No,6282,3
1026,2023-03-01,2023-01-01 20:00:00,Electronics,781.41,No,No,9627,3
1027,2023-11-16,2023-01-01 10:00:00,Apparel,547.44,No,No,1233,2
1028,2023-12-15,2023-01-01 18:00:00,Food,266.53,No,No,4381,5
1029,2023-11-24,2023-01-01 09:00:00,Electronics,361.21,No,No,6202,3
1030,2023-09-24,2023-01-01 12:00:00,Food,895.07,Yes,No,1444,3
1031,2023-12-27,2023-01-01 17:00:00,Apparel,65.39,No,No,2080,3
1032,2023-08-17,2023-01-01 20:00:00,Apparel,595.57,No,No,8352,5
1033,2023-09-27,2023-01-01 17:00:00,Electronics,378.76,Yes,Yes,8140,3
1034,2023-11-12,2023-01-01 12:00:00,Apparel,392.83,No,No,3513,2
1035,2023-10-13,2023-01-01 17:00:00,Electronics,885.73,No,No,1991,2
1036,2023-10-18,2023-01-01 20:00:00,Apparel,855.28,No,No,5348,2
1037,2023-08-01,2023-01-01 14:00:00,Apparel,602.85,No,Yes,9891,4
1038,2023-06-14,2023-01-01 09:00:00,Apparel,280.19,No,Yes,7842,2
1039,2023-01-05,2023-01-01 18:00:00,Apparel,480.7,No,No,3456,1
1040,2023-12-05,2023-01-01 14:00:00,Electronics,414.21,Yes,No,2038,3
1041,2023-03-19,2023-01-01 17:00:00,Apparel,360.08,Yes,No,7822,2
1042,2023-03-03,2023-01-01 10:00:00,Apparel,111.76,Yes,No,9897,5
1043,2023-05-12,2023-01-01 14:00:00,Apparel,547.68,No,No,7523,5
1044,2023-03-30,2023-01-01 10:00:00,Apparel,308.81,Yes,No,5242,5
1045,2023-08-25,2023-01-01 12:00:00,Apparel,664.2,Yes,Yes,868,4
1046,2023-02-11,2023-01-01 16:00:00,Apparel,326.01,No,No,1184,5
1047,2023-03-30,2023-01-01 15:00:00,Electronics,436.85,No,No,8498,4
1048,2023-10-23,2023-01-01 19:00:00,Electronics,61.84,No,No,4988,3
1049,2023-11-24,2023-01-01 20:00:00,Electronics,992.61,No,No,7399,1
1050,2023-10-22,2023-01-01 17:00:00,Food,512.53,No,No,5072,5
1051,2023-04-14,2023-01-01 15:00:00,Apparel,34.0,No,No,858,5
1052,2023-01-14,2023-01-01 09:00:00,Electronics,545.82,No,Yes,5357,4
1053,2023-10-15,2023-01-01 10:00:00,Food,871.65,No,No,6565,4
1054,2023-06-28,2023-01-01 14:00:00,Apparel,774.83,No,No,7152,1
1055,2023-05-05,2023-01-01 15:00:00,Electronics,703.9,Yes,No,1726,2
1056,2023-12-19,2023-01-01 11:00:00,Apparel,148.07,No,Yes,5196,4
1057,2023-01-23,2023-01-01 17:00:00,Apparel,661.16,No,Yes,225,1
1058,2023-03-04,2023-01-01 15:00:00,Electronics,768.64,No,No,7508,3
1059,2023-05-23,2023-01-01 14:00:00,Apparel,576.69,No,Yes,6381,5
1060,2023-06-02,2023-01-01 14:00:00,Apparel,893.82,No,No,3417,5
1061,2023-05-25,2023-01-01 09:00:00,Apparel,284.22,No,No,5457,1
1062,2023-08-13,2023-01-01 13:00:00,Apparel,249.72,No,No,5522,1
1063,2023-11-05,2023-01-01 18:00:00,Apparel,870.87,No,Yes,2668,5
1064,2023-04-14,2023-01-01 11:00:00,Electronics,629.14,Yes,Yes,1169,4
1065,2023-04-14,2023-01-01 15:00:00,Electronics,11.43,No,No,3295,2
1066,2023-02-08,2023-01-01 18:00:00,Electronics,359.6,No,No,7335,3
1067,2023-07-17,2023-01-01 11:00:00,Apparel,859.28,No,No,5543,2
1068,2023-05-14,2023-01-01 13:00:00,Food,37.05,No,No,743,2
1069,2023-03-08,2023-01-01 15:00:00,Electronics,13.22,Yes,No,7628,2
1070,2023-06-28,2023-01-01 11:00:00,Apparel,288.45,No,Yes,848,5
1071,2023-02-11,2023-01-01 18:00:00,Food,914.86,Yes,No,3896,2
1072,2023-01-15,2023-01-01 10:00:00,Electronics,902.46,No,No,5100,4
1073,2023-04-21,2023-01-01 14:00:00,Electronics,523.57,No,No,1873,4
1074,2023-06-06,2023-01-01 16:00:00,Apparel,557.7,No,No,7677,4
1075,2023-10-16,2023-01-01 12:00:00,Apparel,338.69,Yes,No,5019,1
1076,2023-08-19,2023-01-01 17:00:00,Food,251.3,No,No,9364,3
1077,2023-06-06,2023-01-01 20:00:00,Electronics,817.07,No,No,2848,4
1078,2023-02-07,2023-01-01 20:00:00,Electronics,115.23,No,No,620,2
1079,2023-04-07,2023-01-01 16:00:00,Electronics,492.48,No,Yes,4589,1
1080,2023-10-16,2023-01-01 15:00:00,Food,638.05,No,No,4291,5
1081,2023-09-11,2023-01-01 15:00:00,Apparel,112.64,No,No,8376,4
1082,2023-07-15,2023-01-01 11:00:00,Electronics,524.41,No,No,1159,2
1083,2023-03-27,2023-01-01 14:00:00,Apparel,581.75,No,Yes,515,2
1084,2023-11-18,2023-01-01 13:00:00,Electronics,745.07,No,No,6187,5
1085,2023-01-10,2023-01-01 09:00:00,Electronics,242.49,No,No,4416,1
1086,2023-01-05,2023-01-01 19:00:00,Apparel,300.39,Yes,No,4001,2
1087,2023-05-03,2023-01-01 11:00:00,Electronics,573.83,No,No,1442,3
1088,2023-11-26,2023-01-01 20:00:00,Apparel,983.3,Yes,No,2592,4
1089,2023-12-19,2023-01-01 09:00:00,Apparel,225.32,Yes,No,4514,1
1090,2023-04-28,2023-01-01 12:00:00,Apparel,986.04,No,No,4711,4
1091,2023-10-21,2023-01-01 18:00:00,Apparel,717.2,No,No,1179,4
1092,2023-06-08,2023-01-01 11:00:00,Apparel,827.82,Yes,Yes,8861,5
1093,2023-10-30,2023-01-01 19:00:00,Apparel,98.74,No,No,4957,3
1094,2023-08-16,2023-01-01 12:00:00,Electronics,307.42,No,No,8600,3
1095,2023-08-04,2023-01-01 17:00:00,Electronics,67.16,No,No,4213,5
1096,2023-07-03,2023-01-01 11:00:00,Electronics,377.83,No,No,2972,4
1097,2023-01-15,2023-01-01 20:00:00,Apparel,981.48,Yes,No,9481,3
1098,2023-06-06,2023-01-01 14:00:00,Food,114.22,Yes,No,5047,4
1099,2023-05-16,2023-01-01 14:00:00,Electronics,566.75,Yes,Yes,8445,1
1100,2023-09-18,2023-01-01 15:00:00,Apparel,16.01,Yes,Yes,8401,5
1101,2023-06-06,2023-01-01 17:00:00,Food,715.56,No,No,8629,5
1102,2023-02-16,2023-01-01 20:00:00,Apparel,205.22,No,No,6160,3
1103,2023-11-20,2023-01-01 15:00:00,Electronics,138.29,No,No,606,1
1104,2023-11-28,2023-01-01 09:00:00,Apparel,343.65,No,No,3165,4
1105,2023-06-22,2023-01-01 16:00:00,Apparel,773.33,No,No,8263,3
1106,2023-05-10,2023-01-01 13:00:00,Food,115.55,No,No,3317,4
1107,2023-04-05,2023-01-01 17:00:00,Apparel,237.54,No,No,4994,1
1108,2023-04-25,2023-01-01 18:00:00,Apparel,18.38,No,No,1088,2
1109,2023-08-31,2023-01-01 20:00:00,Food,968.73,Yes,No,5468,3
1110,2023-10-19,2023-01-01 13:00:00,Food,596.22,Yes,Yes,7844,3
1111,2023-10-09,2023-01-01 13:00:00,Electronics,722.7,No,No,8776,5
1112,2023-10-26,2023-01-01 20:00:00,Apparel,654.87,No,No,273,2
1113,2023-10-10,2023-01-01 20:00:00,Apparel,152.92,No,No,9673,3
1114,2023-03-10,2023-01-01 10:00:00,Electronics,598.99,No,No,7155,4
1115,2023-05-28,2023-01-01 20:00:00,Apparel,140.1,No,No,1562,1
1116,2023-01-11,2023-01-01 19:00:00,Apparel,407.22,Yes,No,9345,2
1117,2023-09-11,2023-01-01 11:00:00,Electronics,573.27,No,No,7744,5
1118,2023-11-26,2023-01-01 18:00:00,Apparel,563.29,No,No,884,5
1119,2023-12-26,2023-01-01 17:00:00,Apparel,127.88,No,No,5757,4
1120,2023-02-07,2023-01-01 15:00:00,Apparel,44.09,No,No,5337,1
1121,2023-05-14,2023-01-01 09:00:00,Apparel,800.25,No,No,5576,5
1122,2023-07-19,2023-01-01 11:00:00,Apparel,728.66,No,No,8539,5
1123,2023-01-23,2023-01-01 20:00:00,Apparel,91.0,No,No,1730,1
1124,2023-10-30,2023-01-01 10:00:00,Apparel,136.14,No,No,825,2
1125,2023-12-12,2023-01-01 09:00:00,Electronics,893.66,No,Yes,7249,3
1126,2023-10-29,2023-01-01 17:00:00,Food,771.44,Yes,Yes,7398,3
1127,2023-12-29,2023-01-01 16:00:00,Apparel,996.2,No,No,3583,1
1128,2023-08-06,2023-01-01 13:00:00,Electronics,261.45,Yes,No,2791,1
1129,2023-05-21,2023-01-01 19:00:00,Apparel,492.92,No,No,7179,1
1130,2023-04-14,2023-01-01 20:00:00,Apparel,244.09,Yes,No,4252,4
1131,2023-07-29,2023-01-01 10:00:00,Apparel,626.57,No,No,4626,4
1132,2023-04-21,2023-01-01 09:00:00,Electronics,124.26,No,No,2611,1
1133,2023-04-14,2023-01-01 15:00:00,Electronics,135.97,No,No,4357,4
1134,2023-11-12,2023-01-01 19:00:00,Electronics,81.17,No,No,2064,3
1135,2023-06-20,2023-01-01 19:00:00,Apparel,696.65,No,No,2179,1
1136,2023-12-22,2023-01-01 10:00:00,Apparel,499.13,Yes,Yes,9487,3
1137,2023-11-20,2023-01-01 09:00:00,Electronics,621.55,No,Yes,5201,3
1138,2023-05-13,2023-01-01 10:00:00,Apparel,880.51,No,No,8430,4
1139,2023-10-20,2023-01-01 15:00:00,Electronics,742.93,No,No,9628,5
1140,2023-11-24,2023-01-01 15:00:00,Electronics,467.11,No,Yes,3127,5
1141,2023-05-07,2023-01-01 18:00:00,Electronics,984.51,Yes,Yes,9980,2
1142,2023-04-16,2023-01-01 14:00:00,Food,461.69,No,No,8489,2
1143,2023-04-02,2023-01-01 13:00:00,Food,121.33,No,Yes,1544,5
1144,2023-10-14,2023-01-01 11:00:00,Electronics,992.73,Yes,No,6375,1
1145,2023-02-20,2023-01-01 20:00:00,Electronics,32.59,No,No,4733,5
1146,2023-01-29,2023-01-01 11:00:00,Apparel,554.38,No,No,9584,4
1147,2023-10-23,2023-01-01 19:00:00,Food,316.0,Yes,No,6315,5
1148,2023-10-24,2023-01-01 20:00:00,Apparel,508.52,No,No,4118,1
1149,2023-08-02,2023-01-01 17:00:00,Apparel,563.13,No,No,8594,1
1150,2023-09-24,2023-01-01 12:00:00,Apparel,247.69,No,Yes,7684,2
1151,2023-09-14,2023-01-01 17:00:00,Apparel,561.29,No,No,2126,2
1152,2023-10-29,2023-01-01 12:00:00,Electronics,758.5,No,No,7475,1
1153,2023-04-11,2023-01-01 10:00:00,Electronics,273.84,No,No,9485,3
1154,2023-12-12,2023-01-01 12:00:00,Apparel,389.59,No,No,4410,2
1155,2023-04-20,2023-01-01 14:00:00,Apparel,275.56,No,Yes,5335,4
1156,2023-07-01,2023-01-01 14:00:00,Food,822.35,No,No,8435,3
1157,2023-11-09,2023-01-01 13:00:00,Electronics,727.73,No,No,7579,4
1158,2023-01-01,2023-01-01 09:00:00,Food,872.48,No,No,3719,4
1159,2023-11-15,2023-01-01 11:00:00,Apparel,178.35,Yes,No,6479,1
1160,2023-02-24,2023-01-01 13:00:00,Electronics,82.84,No,No,1987,3
1161,2023-05-29,2023-01-01 14:00:00,Apparel,128.19,No,No,7091,2
1162,2023-11-05,2023-01-01 09:00:00,Apparel,169.41,No,No,6939,1
1163,2023-05-17,2023-01-01 17:00:00,Apparel,537.75,No,No,2112,5
1164,2023-07-21,2023-01-01 11:00:00,Apparel,971.2,No,No,1427,2
1165,2023-11-09,2023-01-01 18:00:00,Apparel,363.66,No,No,5712,5
1166,2023-04-27,2023-01-01 11:00:00,Food,958.92,Yes,No,2930,1
1167,2023-06-03,2023-01-01 19:00:00,Apparel,47.82,No,No,9259,4
1168,2023-10-18,2023-01-01 10:00:00,Apparel,927.6,No,No,6130,4
1169,2023-03-04,2023-01-01 16:00:00,Apparel,189.34,No,No,6392,3
1170,2023-09-01,2023-01-01 11:00:00,Apparel,913.35,No,No,6712,2
1171,2023-01-25,2023-01-01 14:00:00,Electronics,65.67,Yes,No,8426,5
1172,2023-03-31,2023-01-01 10:00:00,Apparel,948.74,No,No,5015,5
1173,2023-03-16,2023-01-01 15:00:00,Electronics,208.79,No,No,4214,3
1174,2023-10-21,2023-01-01 12:00:00,Apparel,309.69,No,No,2745,2
1175,2023-07-29,2023-01-01 17:00:00,Electronics,496.03,No,No,4336,4
1176,2023-12-13,2023-01-01 18:00:00,Electronics,386.91,No,Yes,134,1
1177,2023-01-17,2023-01-01 17:00:00,Food,670.85,Yes,No,7910,3
1178,2023-05-08,2023-01-01 15:00:00,Food,975.06,Yes,No,7634,1
1179,2023-12-30,2023-01-01 20:00:00,Electronics,610.36,Yes,No,4851,1
1180,2023-09-08,2023-01-01 16:00:00,Apparel,724.27,No,No,4851,3
1181,2023-06-28,2023-01-01 11:00:00,Electronics,97.13,Yes,No,3877,5
1182,2023-07-01,2023-01-01 19:00:00,Electronics,631.53,No,Yes,8116,2
1183,2023-06-01,2023-01-01 13:00:00,Food,459.31,No,No,3849,5
1184,2023-01-25,2023-01-01 10:00:00,Apparel,886.92,No,Yes,3129,4
1185,2023-06-29,2023-01-01 18:00:00,Apparel,394.33,No,No,4629,2
1186,2023-07-17,2023-01-01 15:00:00,Electronics,682.66,No,No,2362,3
1187,2023-12-10,2023-01-01 16:00:00,Apparel,235.87,No,No,463,3
1188,2023-06-10,2023-01-01 17:00:00,Apparel,266.78,No,No,2614,3
1189,2023-06-26,2023-01-01 19:00:00,Apparel,382.36,No,No,924,1
1190,2023-10-12,2023-01-01 19:00:00,Electronics,311.02,No,No,6479,3
1191,2023-03-04,2023-01-01 15:00:00,Food,261.34,No,No,1246,4
1192,2023-05-30,2023-01-01 18:00:00,Apparel,59.17,No,No,697,4
1193,2023-06-03,2023-01-01 18:00:00,Apparel,838.38,No,No,7345,3
1194,2023-06-05,2023-01-01 16:00:00,Apparel,73.66,No,Yes,8895,2
1195,2023-02-18,2023-01-01 20:00:00,Apparel,888.49,No,No,9648,4
1196,2023-12-03,2023-01-01 17:00:00,Electronics,134.21,No,Yes,9563,2
1197,2023-03-25,2023-01-01 14:00:00,Electronics,74.61,No,No,3785,2
1198,2023-12-27,2023-01-01 20:00:00,Apparel,567.37,No,No,5556,2
1199,2023-06-26,2023-01-01 20:00:00,Electronics,507.42,No,No,2220,3
1200,2023-05-28,2023-01-01 18:00:00,Electronics,496.32,No,No,7073,1
1201,2023-04-28,2023-01-01 10:00:00,Apparel,578.76,Yes,No,7793,3
1202,2023-12-08,2023-01-01 10:00:00,Apparel,294.19,Yes,Yes,333,4
1203,2023-03-04,2023-01-01 12:00:00,Food,666.32,No,No,9503,4
1204,2023-07-08,2023-01-01 17:00:00,Apparel,507.38,Yes,No,1400,4
1205,2023-12-26,2023-01-01 15:00:00,Electronics,341.4,No,Yes,2566,4
1206,2023-02-18,2023-01-01 10:00:00,Apparel,828.24,Yes,No,2100,1
1207,2023-11-23,2023-01-01 16:00:00,Electronics,730.44,Yes,No,8714,2
1208,2023-09-14,2023-01-01 19:00:00,Electronics,399.67,No,No,2172,3
1209,2023-08-12,2023-01-01 15:00:00,Electronics,849.14,No,Yes,1551,4
1210,2023-05-21,2023-01-01 17:00:00,Food,921.06,No,No,5406,2
1211,2023-08-03,2023-01-01 16:00:00,Food,541.5,Yes,No,4103,3
1212,2023-07-30,2023-01-01 11:00:00,Electronics,222.8,No,No,6355,1
1213,2023-11-14,2023-01-01 09:00:00,Apparel,916.63,No,No,4836,5
1214,2023-02-01,2023-01-01 10:00:00,Apparel,197.58,No,Yes,629,1
1215,2023-06-07,2023-01-01 10:00:00,Electronics,57.94,Yes,No,1031,5
1216,2023-10-12,2023-01-01 12:00:00,Electronics,334.21,No,Yes,7913,4
1217,2023-11-01,2023-01-01 14:00:00,Apparel,729.7,No,No,3886,2
1218,2023-10-13,2023-01-01 12:00:00,Apparel,924.04,No,No,5135,2
